PetID,rank,Type_str,age_group,Age,n_words_original,n_words_rewritten,description_original,description_rewritten,error
62b8390e7,305,Cat,puppy_kitten,3,133,79,Sorry i don't have their photo.. I want to give away this cat because i cannot keep them anymore. My mom always say please give them away.. I so sad to give them away i hope there are pet lover who want to care my cat. I don't want their from far away i just want from Taman Lestari Putra (LEP)4-7. I can C.O.D to your house but i need 2 days cause on the first day i want to go and see where is your house were.. and the second day i will send to your house.. Who want my cat please contact me on-Nadira THANK YOU Reason: 1. I want to go to your house everyday to see my cat. 2.I want to see you can keep it right or not..,"Katey, a small, three-month-old black Domestic Short Hair cat, is looking for a loving home. She was found as a kitten and has a minor injury. Katey is not yet vaccinated or sterilized, and her status regarding sterilization is currently unknown. Nadira is hoping to find a local adopter within the Taman Lestari Putra (LEP) 4-7 area who can provide her with the care she needs. She desires the opportunity to visit potential homes and ensure a good match.",
a72a34bdf,307,Cat,young_adult,23,123,85,Mok was born in JB on 31st August while Awang (the only male) and Enot were found in Selayang on the same week. I raised them form born until today and they were healthy from day 1. I love them so much because they are so easy to look after and very loving. The reason I have to let them go is because I've just recently moved to an apartment and it's not fair for them as they don't have much space to play around and I'm also getting married soon. My future wife doesn't like cat. I really hope that they will get a new owner who'll love them just like I do. They can't be separated as they love each other.,"Mok, Awang, and Enot are a bonded trio of domestic short hair cats. This mixed-gender group, 23 months old, is black and medium in size with short fur. They were raised together from birth and are currently healthy. Due to a recent move to an apartment and upcoming marriage, their current owners need to find them a loving home where they can thrive. These affectionate cats enjoy spending time with their bonded companions and would benefit from a home with plenty of space to play.",
07d2a9eff,316,Cat,young_adult,12,9,48,A super manja and gentle cat who loves cuddle.,"Bui Bui is a medium-sized, golden Domestic Short Hair cat, 12 months old. She is a healthy and sterilized female cat who enjoys cuddling. Bui Bui is a gentle and manja cat, meaning she enjoys being close to her people. She has short fur and is fully vaccinated.",
67efce2e0,318,Cat,young_adult,9,135,72,"Lemon was rescued from my kampung. He came to my parents house so I brought him back here. Lemon is litter and house-trained. He is playful,obedient, friendly and loves to be cuddle.He is very friendly to other cats and to people too. He doesn't makes much noise (only when hes hungry). Lemon has been fully vaccinated,de-wormed and he also been neutered(it's good to neutering and spaying cats because there are many stray cats killed by human,dogs and cars everyday. Also,neutered cat don't spray,it can keep your house clean). Lemon is very healthy. New owner will be given Lemon's vaccination history medical card. I feed Lemon Evo after I realized that Science Plan has contain corn(corn is very bad for cat). I give Lemon boiled filter water. Please sms or email me if you are interested.","Lemon is a healthy, nine-month-old male Domestic Short Hair cat. He is medium in size with short black fur and is fully vaccinated and sterilized. Lemon is litter and house-trained and enjoys playing, cuddling, and being friendly with people and other cats. He is generally quiet, particularly when seeking attention. Lemon’s medical records, including vaccination history, will be provided to his new owner. He is fed Evo food and boiled filter water.",
b51b41933,328,Cat,young_adult,12,24,44,"A very gentle, friendly, lovely, cuddly cat hunting for a home! =)) psst. she can nag... but her temperament is perfect, for sure. hahahaa.","Yakira is a small, medium-haired Siamese cat, 12 months old. This gentle female cat is looking for a loving home. She enjoys cuddles and is friendly, though she can be a little vocal. Yakira is sterilized and healthy. She has not yet been vaccinated.",
a77d17ef8,337,Cat,puppy_kitten,6,72,50,"Hi all, I have 2 male cats up for adoption. Very manja and mendengar kata. Soothy is the fully black. Salem is the black and white color. Too many cats at my moms house thus I have to let them go for a good owner. P/s : Make sure you are contactable if I want to visit them at anytime. No fees needed just give me cats food will do. Thank you.","Soothy and Salem are two male, six-month-old Domestic Short Hair cats. Soothy is entirely black, while Salem has black and white coloring. Both cats are healthy and fully vaccinated and sterilized. They are looking for a loving home to share with you. Please ensure you are reachable for potential visits.",
21c955172,344,Cat,adult_senior,30,130,69,"Millie & Milo are adorable siblings who have growing up together and are very affectionate, loving and playful. I would prefer they be adopted together. Millie is a vocal little girl who will talk to you and ask you for affection. She is just so cute and adorable when she does. Milo is the goofy brother who will give you a high five and gently pull your hand so you can rub his head. He also will gaze longingly at you waiting for you to give him a pat on the head. Just adorable. Right now I'm in the middle of moving to United States. So if you are in Klang Valley, I can bring the cat(s) to your place. If your interested in adopting these great cats please Whatsapp:","Millie and Milo are a sweet, affectionate, and playful pair of 30-month-old Domestic Short Hair cats. This mixed-gender duo enjoys cuddling and playtime. Millie is a vocal cat who seeks affection, while Milo is a goofy brother who enjoys gentle interactions like high-fives and head rubs. Both cats are healthy, vaccinated, and sterilized. They would thrive in a loving home where they can continue to grow and bond together.",
98aec0679,354,Cat,puppy_kitten,2,12,43,Found them at my place..juz need adopter because im at training center,"Wolf,batman,sally is a small, black, domestic short hair kitten, approximately two months old. This mixed-gender cat is currently healthy but is not yet vaccinated or sterilized. Found at a training center, Wolf,batman,sally is looking for a loving adopter to provide a permanent home.",
a4652e4fe,365,Cat,young_adult,12,125,84,"Kitten and mommy looking for someone to who will take good care for them and give them a forever home.(the kitten only 3/4month)Both are healthy and friendly to human. Condition for adopter is need to keep them in home and the mummy I will spayed to she.and the adopter just need to spayed when the kitten is grown up.and I just want someone to love them and take care of their life, their life is not very long, only 15 years , the past 15 years only hope not to abandon them , to take care of them.and must keep them in home,and when them adult need to vaccination and ligation . Please contact me determined to adoption Elaine Thank you. Location in kl cheras","Xiao B&BB is a medium-sized, 12-month-old female Domestic Short Hair cat with black fur. She is currently sterilized and healthy. Elaine is looking for a loving forever home for Xiao B&BB and her kitten, who is 3/4 months old. Both cats are friendly and enjoy being indoors. Elaine requires an adopter to provide a home and will arrange for the kitten to be spayed when appropriate, as well as for vaccinations and any necessary future medical care. Xiao B&BB’s lifespan is approximately 15 years.",
6f63c5c04,379,Cat,puppy_kitten,0,26,64,"I rescued the pets in my condo. Three little kittens , two female and one male. I am looking for someone to adopt all three together.","This tiny black kitten, a mixed-gender domestic medium hair, is just eight weeks old. Rescued from a condo, the kitten is currently one of three kittens – two female and one male – seeking a loving forever home. The kittens are healthy but unvaccinated and unsterilized. They would thrive in a patient and attentive household where they can receive all the care they need.",
258fe3053,382,Cat,puppy_kitten,5,28,43,One is playful and another one shy. Both are neutered and very well behaved. They need love and care and i am sure u will do for them.,"Lulu and Mimi are two adorable, medium-sized domestic short hair cats. One is playful, while the other is shy. Both are five months old and fully vaccinated and sterilized. They are healthy and well-behaved companions seeking a loving home where they can thrive.",
a89d4e8f3,386,Cat,adult_senior,72,15,50,Triki needs a loving home where she is the only cat due to her personality.,"Triki is a small, black Domestic Short Hair cat who is seven years old. She is sterilized and fully vaccinated and currently in good health. Triki thrives in a quiet environment and would do best as the only pet in a home where she can be the center of attention.",
d0c943132,392,Cat,young_adult,12,11,45,"Rescue cat, female, about 1-year-old, spayed, vaccinated, de-wormed. Location: Shah Alam","Susie Q is a sweet and gentle 12-month-old black Domestic Short Hair cat. She is a medium-sized cat with medium-length fur. Susie Q is fully vaccinated, spayed, and de-wormed, and is currently in good health. She would thrive in a calm and loving home environment.",
54959e674,394,Cat,adult_senior,30,28,43,I found them at my condominium area while they were still kittens. They are friendly and obedient cats. I'm looking for a new owner who loves animal dearly.,"Lash and Tux are two medium-sized, black Domestic Short Hair cats, approximately 30 months old. Both are sterilized and fully vaccinated. They were found as kittens in a condominium area and are friendly cats. A loving home is sought for this mixed-gender pair.",
2b7509f97,426,Cat,adult_senior,30,28,50,I found them at my condominium area while they were still kittens. They are friendly and obedient cats. I'm looking for a new owner who loves animal dearly.,"Chanel is a medium-sized, cream-colored Domestic Short Hair cat, 30 months old. She is fully vaccinated and sterilized and currently in good health. Chanel was found as a kitten in her local area and is a friendly cat. She would thrive in a home where she is loved and cherished.",
4f9031dce,428,Cat,puppy_kitten,3,36,57,"Three street kittens, all about 3 months old. One fully black, another cream with vague brown spots, the third also creamy and brownish. Of very mixed parentage. Just recently discovered and in need of good homes.","This trio of kittens, approximately three months old, are looking for loving homes. One is completely black, while the others display cream coloring with faint brown markings. Their mixed parentage makes their background somewhat unknown. Currently healthy, these medium-sized Domestic Medium Hair cats are playful and full of personality. They require a commitment to vaccinations and sterilization.",
2581f9792,432,Cat,puppy_kitten,3,91,47,"This kitten is a stray very friendly and loves going into people's homes. Its been outside my hse for the past 2 days. I feel sorry for this little girl. i feed her but cannot let her in, i have just given away 4 kittens and my husband is dead against strays. Please help me find her a good home. I will post her pictures soon. But trust me she is well and very pretty. I can delivery anywhere in the Klang and Shah Alam area. Pls sms me at. Tq.",This three-month-old female Domestic Short Hair cat is brown in color and medium size with short fur. She is currently healthy. This kitten is friendly and enjoys being indoors. She has been outdoors for the past two days. A good home is being sought for this cat.,
59ad17125,439,Cat,puppy_kitten,4,133,76,"Hi Meet White and Zack. They're siblings about 3-4 months old. The reason I want to find them a new home is that they are always being threatened by the big cats around the house. I also have 2 adult cats at home. Both White and Zack are very playful. Their mom is a Siamese Khao Mnee. White is so much like her mother with bright blue eyes; while Zack is black & white with dark blue eyes. Both are also not nursing anymore and are litter trained. I may be in Johor. But if the adopter is serious about adopting, we can arrange for the delivery around Putrajaya and Kuala Lumpur If you want to take them home together / seperately, give me a call / whatsapp / sms for further enquiries..","White and Zack are four-month-old domestic short hair kittens. One is black with bright blue eyes, resembling his Siamese Khao Mnee mother, while the other is black and white with dark blue eyes. They are playful and litter-trained, and though their sterilization status is unknown, they are currently healthy. The kittens have been living in a home with larger cats and require a calm environment. A separate home would provide them with the security they need.",
ef70f3263,441,Cat,puppy_kitten,5,11,51,Commitment too many till need an adoption. Male: Joji Female: Jojo,"Jojo and Joji are two adorable, five-month-old kittens. These medium-sized, white Domestic Short Hair cats have short fur and a mixed gender. They are currently unvaccinated and the status of sterilization is unknown. Despite this, they are healthy and full of playful energy, seeking a loving home where they can thrive.",
3928a4b23,450,Cat,puppy_kitten,4,208,97,"Adoption fee is a pack of cat food regardless of size, brand or price. This helps us to feed the strays and so we're able to help more homeless animals. *** It's a MUST for adopter to bring adopted pet for vaccinations and NEUTER/SPAYING surgery. TQ*** This 3 adorable kittens were born at our house's back alley, we've spayed all the female stray cats there except one who's real difficult to trap and she gave birth to the babies months ago. Moji, Mango Ice and Mixed Fruit was very timid and refused to get near to human at first but after months of daily feeding they became friendly to us but will still bit afraid of strangers. Adopter needs to give them some times to get used to you and your house at the beginning. Mixed Fruit is baby girl and Moji,Mango Ice is baby boy. Interested to adopt? We wish adopter would agree to do so.. - Always keep cat indoor all the time - Agree to bring adopted pet for yearly vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat adopted pet like your own precious family members Please give a home to them ♥","Moji, Mango Ice, and Mixed Fruit are three playful kittens born just four months ago. This mixed-breed Domestic Short Hair – a boy and two girls – were found in a back alley and are currently healthy. Despite a shy beginning, they’ve grown to be friendly with their caregivers through daily feeding. They remain cautious of strangers and will need time to adjust to a new home. An ideal adopter will provide a calm and loving environment, ensuring they have fresh water and balanced meals. Yearly vaccinations are also essential. Please keep them indoors at all times.",
3f2785c07,459,Cat,puppy_kitten,5,36,54,"3 very friendly , gentle and sweet 5 month old kittens for adoption. Location at Bangi, Selangor. One orange kitty, One tuxedo kitty (white/black) & one white/grey kitty These kittens are healthy and very well behaved.","Three five-month-old kittens are waiting for their forever homes. These medium-sized, short-haired cats are a mix of yellow, white, and black and grey coloring. One kitten is orange, one is tuxedo patterned, and one is white with grey markings. All three kittens are healthy and well-behaved. They have been sterilized and are currently unvaccinated.",
1fab6916e,464,Cat,puppy_kitten,3,47,45,"This kitten was abandoned in our housing area. He was around for a month, before another kitten we acquired (Little Boy Blue) befriended him and brought him into the house. If anyone is interested, pls call or sms me. Gets along very well with the other kitten.","Patch Boy is a medium-sized, three-month-old male Domestic Short Hair cat with short, brown fur. He was recently abandoned and is currently healthy. Patch Boy enjoys the company of other cats and gets along well with another kitten. He is not yet vaccinated or sterilized.",
e9b1363e5,467,Cat,adult_senior,84,7,53,He is a kind and gentle cat,"Bumblebee is a large, black Domestic Short Hair cat. At 84 months, he’s a distinguished gentleman with short fur. Bumblebee is healthy and fully vaccinated and sterilized. He is a gentle cat, known for his kind nature. He would thrive in a calm and quiet home where he can enjoy a comfortable life.",
d8715d47e,468,Cat,puppy_kitten,6,381,97,"Adoption fee includes the basic medical expenses of the animal : spaying + 3 vaccinations. GERBERA is a tropical plant of the daisy family, native to Asia and Africa, with large brightly colored flowers. Just like this little kitten that we are fostering - Gerbera, she is as beautiful as the flower. Gerbera was rescued months ago at a food court, she was only a 2 months old baby during that time. Poor little baby was hiding under a car and meowing loudly seeking for help as there were a group of excited dogs wanted to hunt her and they kept running and waiting around the car. With help of some kind people there, we managed to shooed those doggie away and brought her home. Gerbera loves a lot to have companion and friends, she do not like much to be cuddled but she will always stay beside you and ask for a pat and ""massage"", she lovesss a lot when people sayang her. Gerbera is always happy when we're back home, she will always purr when we're at her side. But Gerbera has a habit and we do not know why she has such habit..most of the time when we stand near the window she will quickly run towards the window and climb on the window grill, as if like she's making a performance and telling us that she's good on this (we tried to stop her at the beginning but still..she want to let us know that she's good at this..a spider-cat Gerbera! :P) Gerbera behaves very good on bathing time but she do not like to share her food and toy with her friends. She can eat together with friends if in different bowl but when they re eating same bowl of food, she will be very nervous and lift up her front paw to stop anyone from nearing the bowl but of course she do not bite or hurt anyone.. Interested to adopt? Please kindly read our requirements: - Always keep cat indoor all the time - Agree to bring her for yearly vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat her like your own precious family members Please give a home to Gerbera ♥","Gerbera is a small, six-month-old female Domestic Short Hair cat with yellow, short fur. She was rescued from a food court months ago and is currently sterilized and vaccinated. Gerbera enjoys the company of others and seeks attention, often asking for gentle pats. She is happy when at home and purrs contentedly when near her caregivers. Gerbera has a habit of running towards windows and climbing on the window grill. She is generally well-behaved during bathing but can be possessive of her food and toys. A calm and loving home would be ideal for this playful kitten.",
e84771c5d,472,Cat,adult_senior,38,38,58,This is my 1st cat named Chameng. My husband found her and took it home. I really hope that some one can adopt her since i'm leaving to Sabah soon and won't be able to bring her along...,"Chameng is a large, black Domestic Short Hair cat, approximately 38 months old. She is healthy and vaccinated. Her history includes being found by her previous owner and brought home. Due to a pending relocation, she is seeking a loving forever home. Chameng would thrive in a patient and understanding environment where she can receive plenty of affection.",
c8d2ed523,488,Cat,adult_senior,27,49,59,Bulat is Putih's sister. I called her Bulat since she had a round large eyes. My husband had rescued her along with her mother since she still attached with her mother. I love her so much. I hope the new owner will take care of her like I did..,"Bulat is a large, golden Domestic Medium Hair cat, 27 months old. She was rescued by her husband along with her mother, and is Putih’s sister. Bulat has round, large eyes. She is currently healthy. Her sterilization status is unknown. We hope Bulat finds a loving home where she will be cherished as much as she cherishes her family.",
cc6de6d19,490,Cat,adult_senior,29,9,55,Was a stray cat. Yuri needs an owner :),"Yuri is a medium-sized, black Domestic Short Hair cat, approximately 29 months old. She was a stray and is now looking for a loving home. Yuri is sterilized and has a minor injury. Her vaccination status is currently unknown. She would thrive in a calm and patient environment where she can feel safe and secure.",
ee7d6cf3f,531,Cat,adult_senior,32,83,66,"Mr Hugo is a wanderer, sometimes he sleeps near the back alley of a kindergarden, sometimes he jumps up on top of the roof, he travels around the neighborhood always looking for food and shelter. He is a friendly cat. Mr Hugo has a very sweet and cute meow voice, all he need is just some food and shelter, if you have heart of gold to provide him a small space of accommodation with some food, pls email or contact me thru petfinder.","Mr Hugo is a medium-sized, black Bengal cat, 32 months old. He is a wanderer, often found exploring the neighborhood in search of food and shelter. Mr Hugo has a sweet and cute meow voice. His health status is currently unknown, and he is not vaccinated or sterilized. He would thrive in a home where he has access to food and a safe space to rest.",
536475bf3,539,Cat,adult_senior,36,150,85,"Meet Lexi. She is a great cat and in need of a loving family. She is super affectionate, very talkative, she really needs alot of love and close contact with people. She loves children. In many ways this cat behaves more like a dog than a cat, she wants to be involved in everything the family does. The reason she is up for adoption is due to job loss and re location to my home country in Europe. For viewing appointment and more information, please contact me on No adoption fee required but some criteria will be imposed. Criteria for adoption: 1. able to provide food, shelter, medical care (when necessary) and sufficient exercise (toys & playtime) & adequate love. Our only wish is for our lovely cat to find a good home, so please do not contact us unless you are genuine and can commit to the criteria above.","Lexi is a 36-month-old female tabby cat of medium size with short fur. She is fully vaccinated and sterilized and currently in good health. Lexi is a very affectionate and talkative cat who enjoys close contact with people and loves children. She has a playful personality and enjoys being involved in family activities. Lexi is available for adoption due to a relocation. A loving home with the ability to provide food, shelter, medical care, exercise, and plenty of love is sought for this wonderful cat.",
7a6dbcbbb,543,Cat,adult_senior,72,98,87,"Digit came walking into my office 6 years ago like she owned it. She is a very affectionate yet independent cat that likes to lounge around and play when she wants to. She absolutely loves lounging on the bed and sleeping there at night with you. She also likes to use your hand as a pillow. She is great with people, however, she is best as an only cat. It takes her a long time to warm up to other pets. Digit maybe an adult cat but she has tons of love and affection. Call, WhatsApp or email.","Digit is a 72-month-old female Domestic Short Hair cat with a yellow coat and medium size. Her fur is short and she is fully vaccinated and sterilized. Digit is a healthy and affectionate cat who enjoys lounging and playing when she chooses. She particularly loves spending time on the bed and sleeping with her person at night. Digit is best suited as an only cat, taking time to warm up to other pets. She has plenty of love and affection to offer a patient and understanding home.",
a6ce0ccf2,547,Cat,adult_senior,48,56,64,"Shera was rescued after her kittens were killed in an accident. She is not fussy about food, a simple and good cat. I hope there is some kind soul who will give her a new life as I have three other cats of my own. Shera is healthy, spayed, vaccinated and dewormed. Free. My HP No.","Shera is a 48-month-old female Oriental Short Hair cat with a short, black coat. She is a medium-sized cat and currently living a healthy life with us. Shera was rescued after a difficult event and is a simple and good cat, not fussy about her food. She is sterilized, vaccinated, and dewormed. We hope to find Shera a loving home where she can thrive.",
